LocalizedTable,en,uk
@/Food_16177_Name,Grilled Meat,М'ясо на грилі
@/Food_16178_Name,Grilled Vegetables,Овочі гриль
@/Food_16179_Name,Fried Egg,Смажене яйце
@/Food_16180_Name,Boiled Egg,Варене яйце
@/Food_16181_Name,Blanched Vegetables,Бланшовані овочі
@/Food_16182_Name,Fruit Platter,Фруктова тарілка
@/Food_16183_Name,Fruit Juice,Фруктовий сік
@/Food_16184_Name,Grilled Mushrooms,Гриби на грилі
@/Food_16185_Name,Blanched Mushrooms,Бланшовані гриби
@/Food_16186_Name,Grilled Seafood,Морепродукти на грилі
@/Food_16187_Name,Seafood Broth,Бульйон з морепродуктів
@/Food_16188_Name,Grilled Game,Гра на грилі
@/Food_16189_Name,Warm Milk,Тепле молоко
@/Food_16190_Name,Grilled Human Flesh,Людське м'ясо на грилі
@/Food_16191_Name,Salt-Roasted Human Flesh,Смажене в солі людське м'ясо
@/Food_16192_Name,Hot Dog,Хот-дог
@/Food_16193_Name,Bread and Jam,Хліб і варення
@/Food_16194_Name,Hot Tea,Гарячий чай
@/Food_16195_Name,Meat and Mushroom Stew,Рагу з м'яса і грибів
@/Food_16196_Name,Cooked Rations,Приготовані раціони
@/Food_231203001_Name,Grilled Scorpion,Скорпіон на грилі
@/Food_231203002_Name,Scorpion Scramble,Scorpion Scramble
@/Food_231203003_Name,Scorpion Meatballs,Тефтелі зі скорпіона
@/Food_231203004_Name,Millipede Skewer,Багатоніжка
@/Food_231203005_Name,Millipede Wrap,Обгортка Millipede
@/Food_231203006_Name,Millipede Chow Mein,Millipede Chow Mein
@/Food_231203007_Name,Deep-Fried Beetle,Жук у фритюрі
@/Food_231203008_Name,Beetle Sandwich,Бутерброд Жук
@/Food_231203009_Name,Beetle Empanadas,Жук Емпанадас
@/Food_231203010_Name,Bug Banquet,Жуковий банкет
@/Food_16197_Name,Bread and Milk,Хліб і молоко
@/Food_16198_Name,Grilled Cheese,Смажений сир
@/Food_16199_Name,Curry Sandwich,Сендвіч з карі
@/Food_16200_Name,Veggie Sandwich,Овочевий сендвіч
@/Food_16201_Name,Chicken Sandwich,Сендвіч з куркою
@/Food_16202_Name,Pork Chop Sandwich,Сендвіч зі свинячою відбивною
@/Food_16203_Name,BLT,BLT
@/Food_16204_Name,Ham Sandwich,Сендвіч з шинкою
@/Food_16205_Name,Club Sandwich,Клубний сендвіч
@/Food_16206_Name,Honey Bread,Медовий хліб
@/Food_16207_Name,French Toast,Французький тост
@/Food_16208_Name,Fish Sandwich,Сендвіч з рибою
@/Food_16209_Name,Mushroom Sandwich,Сендвіч з грибами
@/Food_16210_Name,Crab Sandwich,Сендвіч з крабом
@/Food_16212_Name,Prawn Sandwich,Сендвіч з креветками
@/Food_16213_Name,Seafood Sandwich,Сендвіч з морепродуктами
@/Food_16214_Name,Game Sandwich,Гра Сендвіч
@/Food_16215_Name,Cave Fish Sandwich,Сендвіч з печерною рибою
@/Food_16216_Name,Cave Bug Sandwich,Печерний бутерброд
@/Food_16217_Name,Cave Game Sandwich,Печерний сендвіч
@/Food_16218_Name,Supreme Sandwich,Сендвіч Супрем
@/Food_16219_Name,Veggie Pizza,Овочева піца
@/Food_16220_Name,Fruit Pizza,Фруктова піца
@/Food_16221_Name,Chicken Pizza,Піца з куркою
@/Food_16222_Name,BBQ Pizza,Піца Барбекю
@/Food_16223_Name,Bacon Pizza,Піца з беконом
@/Food_16224_Name,Ham Pizza,Піца з шинкою
@/Food_16225_Name,Mushroom Pizza,Піца з грибами
@/Food_16226_Name,Crab Pizza,Крабова піца
@/Food_16227_Name,Fish Pizza,рибна піца
@/Food_16228_Name,Prawn Pizza,Піца з креветками
@/Food_16229_Name,Seafood Pizza,Піца з морепродуктами
@/Food_16230_Name,Game Pizza,Гра Піца
@/Food_16231_Name,Cave Fish Pizza,Піца з печерною рибою
@/Food_16232_Name,Bug Pizza,Жук піца
@/Food_16233_Name,Cave Game Pizza,Печера Гра Піца
@/Food_16234_Name,Supreme Pizza,Найвища піца
@/Food_16235_Name,Pancakes,млинці
@/Food_16236_Name,Sugar Pancakes,Цукрові млинці
@/Food_16237_Name,Honey Pancakes,Медові млинці
@/Food_16238_Name,Veggie Pancakes,Овочеві млинці
@/Food_16239_Name,Cheesy Croquettes,Сирні крокети
@/Food_16240_Name,Fruit Pie,Фруктовий пиріг
@/Food_16241_Name,Fruity Custard Pie,Фруктовий заварний пиріг
@/Food_16242_Name,Chicken Cutlet,Куряча Котлета
@/Food_16243_Name,Cheesy Chicken Cutlet,Сирна куряча котлета
@/Food_16244_Name,Pork Cutlet,Свиняча котлета
@/Food_16245_Name,Clams Casino,Казино Clams
@/Food_16246_Name,Cheesy Pork Cutlet,Сирна свиняча котлета
@/Food_16247_Name,Bacon Pancakes,Млинці з беконом
@/Food_16248_Name,Cheesy Bacon Pancakes,Сирні млинці з беконом
@/Food_16249_Name,Ham Pancakes,Млинці з шинкою
@/Food_16250_Name,Cheesy Ham Pancakes,Млинці з сирною шинкою
@/Food_16251_Name,Donuts,Пончики
@/Food_16252_Name,Soufflé,Суфле
@/Food_16253_Name,Fish and Chips,Риба і чіпси
@/Food_16254_Name,Fish and Cheese Fries,Картопля фрі з рибою та сиром
@/Food_16255_Name,Battered Agarics,Потерті гриби
@/Food_16256_Name,Cheesy Battered Agarics,Сирні шампури
@/Food_16257_Name,Battered Morels,Побиті сморчки
@/Food_16258_Name,Cheesy Battered Morals,Зруйнована мораль
@/Food_16259_Name,Battered Matsutake,Побитий Мацутаке
@/Food_16260_Name,Cheesy Battered Matsutake,Мацутаке в сирному клярі
@/Food_16261_Name,Battered Mushrooms,Гриби в клярі
@/Food_16262_Name,Cheesy Battered Mushrooms,Сирні гриби в клярі
@/Food_16263_Name,Crab Rangoon,Краб Рангун
@/Food_16264_Name,Crab Cakes,Крабові коржі
@/Food_16265_Name,Cheesy Prawn Balls,Сирні кульки з креветками
@/Food_16266_Name,Stargazy Pie,Пиріг Stargazy
@/Food_16267_Name,Cheesy Seafood Croquettes,Сирні крокети з морепродуктів
@/Food_16268_Name,Rabbit Cutlet,Котлета з кролика
@/Food_16269_Name,Cheesy Rabbit Pie,Сирний кролячий пиріг
@/Food_16270_Name,Quail Cutlet,Котлета з перепелів
@/Food_16271_Name,Cheesy Quail Pie,Сирний перепелиний пиріг
@/Food_16272_Name,Venison Cutlet,Котлета з оленини
@/Food_16273_Name,Cheesy Venison Pie,Сирний пиріг з оленини
@/Food_16274_Name,Cheesy Game Pie,Сирний ігровий пиріг
@/Food_16275_Name,Cave Fish Tempura,Печерна риба темпура
@/Food_16276_Name,Cave Fish Bisque,Біск з печерної риби
@/Food_16277_Name,Bug Tempura,Жук Темпура
@/Food_16278_Name,Cheesy Bug Tempura,Сирна темпура з жуками
@/Food_16279_Name,Cave Game Fritters,Печера Гра Оладки
@/Food_16280_Name,Cave Game Fondue,Печерна гра Фондю
@/Food_16281_Name,Supreme Tempura Platter,Найвище блюдо темпура
@/Food_16282_Name,Ration Soup,Пайковий суп
@/Food_16283_Name,Bread Soup,Хлібний суп
@/Food_16284_Name,Steamed Chicken,Курка на пару
@/Food_16285_Name,Herbal Steamed Chicken,Курка на пару з травами
@/Food_16286_Name,Tea-Braised Chicken,Тушкована курка
@/Food_16287_Name,Pork-Bone Broth,Бульйон зі свинячої кістки
@/Food_16288_Name,Herbal Pork-Bone Broth,Трав'яний бульйон зі свинячої кістки
@/Food_16289_Name,Tea-Braised Pork Ribs,Тушковані свинячі реберця
@/Food_16290_Name,Bacon Soup,Суп з беконом
@/Food_16291_Name,Ham Soup,Суп з шинкою
@/Food_16292_Name,Ham & Bacon Soup,Суп з шинкою та беконом
@/Food_16293_Name,Game Broth,Гра Бульйон
@/Food_16294_Name,Herbal Game Broth,Трав'яний дичинний відвар
@/Food_16295_Name,Tea-Braised Game,Гра «Тушкований чай».
@/Food_16296_Name,Herbal Mushroom Broth,Трав'яний грибний відвар
@/Food_16297_Name,Tea-Braised Mushrooms,Тушковані гриби
@/Food_16298_Name,Meaty Seafood Stew,М'ясне рагу з морепродуктів
@/Food_16299_Name,Meaty Mushroom Stew,М'ясне рагу з грибів
@/Food_16300_Name,Meaty Cave Fish Stew,Тушонка з м'ясної печерної риби
@/Food_16301_Name,Meaty Cave Game Stew,М'ясне печерне рагу
@/Food_16302_Name,Meaty Bug Stew,М'ясне рагу з жуків
@/Food_16303_Name,Supreme Stew,Вища рагу
@/Food_16304_Name,Veggie Noodle Soup,Овочевий суп з локшиною
@/Food_16305_Name,Chicken Noodle Soup,Курячий суп з локшиною
@/Food_16306_Name,Egg Noodle Soup,Яєчний суп з локшиною
@/Food_16307_Name,Creamy Noodle Soup,Вершковий суп-локшина
@/Food_16308_Name,Pork-Bone Noodle Soup,Суп-локшина зі свинячої кістки
@/Food_16309_Name,Bacon Noodle Soup,Суп з локшиною з беконом
@/Food_16310_Name,Ham Noodle Soup,Суп з локшиною з шинкою
@/Food_16311_Name,Fish Noodle Soup,Рибний суп з локшиною
@/Food_16312_Name,Agaric Noodle Soup,Суп з локшиною з грибами
@/Food_16313_Name,Morel Noodle Soup,Суп з локшиною Morel
@/Food_16314_Name,Matsutake Noodle Soup,Суп з локшиною мацутаке
@/Food_16315_Name,Mushroom Noodle Soup,Грибний суп з локшиною
@/Food_16316_Name,Crab Noodle Soup,Крабовий суп з локшиною
@/Food_16317_Name,Prawn Noodle Soup,Суп з локшиною з креветками
@/Food_16318_Name,Fish Noodle Soup,Рибний суп з локшиною
@/Food_16319_Name,Seafood Noodle Soup,Суп з локшиною з морепродуктів
@/Food_16320_Name,Rabbit Noodle Soup,Кролячий суп з локшиною
@/Food_16321_Name,Quail Noodle Soup,Перепелиний суп з локшиною
@/Food_16322_Name,Venison Noodle Soup,Суп з локшиною з оленини
@/Food_16323_Name,Game Noodle Soup,Гра Суп з локшиною
@/Food_16324_Name,Cave Fish Noodle Soup,Суп з печерної риби з локшиною
@/Food_16325_Name,Bug Noodle Soup,Суп з локшиною з комах
@/Food_16326_Name,Cave Game Noodle Soup,Cave Game Суп з локшиною
@/Food_16327_Name,Supreme Noodle Soup,Найвищий суп з локшиною
@/Food_16328_Name,Onion Soup,Цибулевий суп
@/Food_16329_Name,Creamed Eggs,Яйця з вершками
@/Food_16330_Name,Cream of Chicken Soup,Курячий крем-суп
@/Food_16331_Name,Creamy Pork Broth,Свинячий вершковий бульйон
@/Food_16332_Name,Cream of Bacon Soup,Крем-суп з беконом
@/Food_16333_Name,Cream of Ham Soup,Крем-суп із шинки
@/Food_16334_Name,Crab Chowder,Крабовий чаудер
@/Food_16335_Name,Prawn Bisque,Біск з креветками
@/Food_16336_Name,Fish Chowder,Рибний суп
@/Food_16337_Name,Seafood Bisque,Біск з морепродуктів
@/Food_16338_Name,Creamed Rabbit Stew,Тушонка з кролика
@/Food_16339_Name,Creamed Quail Stew,Перепелине рагу з вершками
@/Food_16340_Name,Creamed Venison Stew,Тушковане м'ясо з оленини
@/Food_16341_Name,Creamed Game Stew,Рагу з дичини з вершками
@/Food_16342_Name,Cave Fish Chowder,Печерна рибна юшка
@/Food_16343_Name,Bug Bisque,Жуковий бісквіт
@/Food_16344_Name,Cave Game Chowder,Cave Game Chowder
@/Food_16345_Name,Supreme Chowder,Кращий чаудер
@/Food_16346_Name,Candied Root Veg,Цукати з коренеплодів
@/Food_16347_Name,Sweet & Sour Chicken,Кисло-солодка курка
@/Food_16348_Name,Sweet & Sour Platter,Кисло-солодке блюдо
@/Food_16349_Name,Sweet & Sour Pork,Кисло-солодка свинина
@/Food_16350_Name,Red-Cooked Pork & Veg,Червона свинина та овочі
@/Food_16351_Name,Candied Bacon,Цукати з бекону
@/Food_16352_Name,Candied Bacon Stew,Цукати з бекону
@/Food_16353_Name,Glazed Ham,Шинка в глазурі
@/Food_16354_Name,Glazed Ham & Veg,Глазурована шинка та овочі
@/Food_16355_Name,Candied Agarics,Цукати
@/Food_16356_Name,Candied Morels,Цукати Сморчки
@/Food_16357_Name,Candied Matsutake,Цукати мацутаке
@/Food_16358_Name,Candied Mushrooms,Цукати з грибів
@/Food_16359_Name,Sweet & Sour Cave Fish,Кисло-солодка печерна риба
@/Food_16360_Name,Candied Bugs,Зацукровані Жуки
@/Food_16361_Name,Sweet & Sour Cave Game,Гра Sweet & Sour Cave
@/Food_16362_Name,Sweet & Sour Supreme,Sweet & Sour Supreme
@/Food_16363_Name,Honey-Roasted Veg,Смажені в меду овочі
@/Food_16364_Name,Honeyed Chicken Wings,Курячі крильця з медом
@/Food_16365_Name,Honey-Glazed Pork,Свинина в медовій глазурі
@/Food_16366_Name,Honeyed Ham Stew,Рагу з медової шинки
@/Food_16367_Name,Honeyed Bacon,Медовий бекон
@/Food_16368_Name,Honeyed Bacon Pumpkin,Гарбуз з медовим беконом
@/Food_16369_Name,Honey-Glazed Ham,Шинка в медовій глазурі
@/Food_16370_Name,Honeyed Ham & Yams,Медова шинка та ямс
@/Food_16371_Name,Honey-Glazed Fish,Риба в медовій глазурі
@/Food_16372_Name,Honey-Glazed Prawns,Креветки в медовій глазурі
@/Food_16373_Name,Honey-Glazed Crab,Краб у медовій глазурі
@/Food_16374_Name,Honey-Glazed Seafood,Морепродукти в медовій глазурі
@/Food_16375_Name,Honey-Glazed Agarics,Опеньки глазуровані
@/Food_16376_Name,Honey-Glazed Morels,Сморчки в медовій глазурі
@/Food_16377_Name,Honey-Glazed Matsutake,Мацутаке в медовій глазурі
@/Food_16378_Name,Honey-Glazed Mushrooms,Печериці в медовій глазурі
@/Food_16379_Name,Honey-Glazed Rabbit,Кролик у медовій глазурі
@/Food_16380_Name,Honey-Glazed Quail,Перепілка в медовій глазурі
@/Food_16381_Name,Honey-Glazed Venison,Оленина в медовій глазурі
@/Food_16382_Name,Honey-Glazed Game,Гра з медовою глазур’ю
@/Food_16383_Name,Honey-Glazed Cave Fish,Печерна риба в медовій глазурі
@/Food_16384_Name,Honey-Glazed Bugs,Жучки в медовій глазурі
@/Food_16385_Name,Honey-Glazed Cave Game,Гра «Печера з медовою глазур’ю».
@/Food_16386_Name,Honey Supreme,Honey Supreme
@/Food_16387_Name,Infused Eggplant,Настояні баклажани
@/Food_16388_Name,Drunken Chicken,П'яна курка
@/Food_16389_Name,Infused Pork Ribs,Настояні свинячі ребра
@/Food_16390_Name,Infused Bacon,Настояний бекон
@/Food_16391_Name,Infused Ham,Настояна шинка
@/Food_16392_Name,Infused Fish,Настояна риба
@/Food_16393_Name,Infused Prawns,Настояні креветки
@/Food_16394_Name,Infused Agarics,Настояні гриби
@/Food_16395_Name,Infused Morels,Настояні сморчки
@/Food_16396_Name,Infused Matsutake,Наповнений Мацутаке
@/Food_16397_Name,Infused Mushrooms,Настояні гриби
@/Food_16398_Name,Infused Rabbit,Настояний Кролик
@/Food_16399_Name,Infused Quail,Настоянка перепілки
@/Food_16400_Name,Infused Vension,Infused Version
@/Food_16401_Name,Infused Game,Infused Game
@/Food_16402_Name,Infused Cave Fish,Настояна печерна риба
@/Food_16403_Name,Infused Bugs,Infused Bugs
@/Food_16404_Name,Infused Cave Game,Гра Infused Cave
@/Food_16405_Name,Supreme Infused Stew,Найкраще настояне рагу
@/Food_16406_Name,Chicken and Peaches,Курка і персики
@/Food_16407_Name,Pork and Apple Sauce,Свинина і яблучний соус
@/Food_16408_Name,Devils on Horseback,Дияволи на конях
@/Food_16409_Name,Ham and Melon,Шинка і диня
@/Food_16410_Name,Fish with Lemon,Риба з лимоном
@/Food_16411_Name,Charcuterie,мясні вироби
@/Food_16412_Name,Fried Egg Platter,Смажене яйце
@/Food_16413_Name,Bacon and Eggs,Бекон і яйця
@/Food_16414_Name,Herbal Infusion,Трав'яний настій
@/Food_16415_Name,Electrolyte Water,Електроліт Вода
@/Food_16416_Name,Sugar Water,Цукрова вода
@/Food_16417_Name,Honey Water,Медова вода
@/Food_16418_Name,Isotonic Sports Drink,Ізотонічний спортивний напій
@/Food_16419_Name,Mint Tea,М'ятний чай
@/Food_16420_Name,Spiced Tea,Пряний чай
@/Food_16421_Name,Masala Chai,Масала Чай
@/Food_16422_Name,Sweetened Milk,Підсолоджене молоко
@/Food_16423_Name,Salted Caramel Latte,Латте з солоною карамеллю
@/Food_16424_Name,Matcha Latte,Матча латте
@/Food_16425_Name,Cinnamon Milk Foam,Молочна піна з корицею
@/Food_16426_Name,Herbal Milk Foam,Трав'яна молочна піна
@/Food_16427_Name,Coffee Stout,Кавовий стаут
@/Food_16428_Name,Milk Stout,Молочний Стаут
@/Food_16429_Name,Pineapple Beer,Ананасове пиво
@/Food_16430_Name,Ginger Beer,Імбирне пиво
@/Food_16431_Name,Honey Beer,Медове пиво
@/Food_16432_Name,Lights Out,Lights Out
@/Food_16433_Name,Dustland Sunrise,Dustland Sunrise
@/Food_16434_Name,Cream Cocktail,Вершковий коктейль
@/Food_16435_Name,Fruit Wine Coffee,Фруктове вино Кава
@/Food_16436_Name,Fruit Tea Latte,Фруктовий чай латте
@/Food_16437_Name,Sweetened Coffee,Кава підсолоджена
@/Food_16438_Name,Orange Coffee,Апельсиновий кава
@/Food_16439_Name,Coconut Latte,Кокосове латте
@/Food_16440_Name,Carrot Latte,Морквяний латте
@/Food_16441_Name,Pumpkin Latte,Гарбузове латте
@/Food_16442_Name,Cofftea,Кава
@/Food_16443_Name,Sweet Vegetable Juice,Солодкий овочевий сік
@/Food_16444_Name,Sweetened Fruit Juice,Підсолоджений фруктовий сік
@/Food_16445_Name,Honey-Veg Juice,Медово-овочевий сік
@/Food_16446_Name,Honey Fruit Juice,Медовий фруктовий сік
@/Food_16447_Name,Espresso Martini,Еспресо Мартіні
@/Food_16448_Name,Black Coffee,Чорна кава
@/Food_16449_Name,Coffee Bun,Булочка з кавою
@/Food_16450_Name,Candy,Цукерки
@/Food_16451_Name,Caesar Salad,Салат Цезар
@/Food_16452_Name,Fried Fish Sandwich,Сендвіч зі смаженою рибою
@/Food_16453_Name,Chicken Cutlet Sandwich,Сендвіч з курячими котлетами
@/Food_16454_Name,Pork Cutlet Sandwich,Бутерброд зі свинячими котлетами
@/Food_16455_Name,Shrimp & Mushroom Bisque,Біск з креветками та грибами
@/Food_16000_Description,There are no words to describe this abomination. You're not sure it's even edible.,"Немає слів, щоб описати цю гидоту. Ви не впевнені, що це навіть їстівне."
@/Food_16001_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16002_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16003_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16004_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16005_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16006_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16007_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16008_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16009_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16010_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16011_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16012_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16013_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16014_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16015_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16016_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16017_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16018_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16019_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16020_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16021_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16022_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16023_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16024_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16025_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16026_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16027_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16028_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16029_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16030_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16031_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16032_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16033_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16034_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16035_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16036_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16037_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16038_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16039_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16040_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16041_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16042_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16043_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16044_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16045_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16046_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16047_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16048_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16049_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16050_Description,An ordinary food item.,Звичайний продукт харчування.
@/Food_16069_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16070_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16071_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16072_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16073_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16074_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16075_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16076_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16077_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16078_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16079_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16080_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16081_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16082_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16083_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16084_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16085_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16086_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16087_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16088_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16089_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16090_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16091_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16092_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16093_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16094_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16095_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16096_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16097_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16098_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16099_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16100_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16101_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16102_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16103_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16104_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16105_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16106_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16107_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16108_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16109_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16110_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16111_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16112_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16113_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16114_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16115_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16116_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16117_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16118_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16119_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16120_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16121_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16122_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16123_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16124_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16125_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16126_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16127_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16128_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16129_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16130_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16131_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16132_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16133_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16134_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16135_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16136_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16137_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16138_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16139_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16140_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16141_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16142_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16143_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16144_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16145_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16146_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16147_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16148_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16149_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16150_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16151_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16152_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16153_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16154_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16155_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16156_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16157_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16158_Description,A high-quality food item.,Високоякісний продукт харчування.
@/Food_16159_Description,A high-quality food item.,Високоякісний продукт харчування.
